Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00303439,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00303476,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00303568,PTGES2,prostaglandin E synthase 2,Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00303602,AIDA,"axin interactor, dorsalization associated",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00303722,FAM136A,"family with sequence similarity 136, member A",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00303726,IFITM3,interferon induced transmembrane protein 3,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00303746,DHX58,DEXH (Asp-Glu-X-His) box polypeptide 58,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00303753,SELRC1,Sel1 repeat containing 1,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00303797,BRAF,v-raf murine sarcoma viral oncogene homolog B1,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00303812,CAAP1,caspase activity and apoptosis inhibitor 1,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00303813,NOL11,nucleolar protein 11,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00303832,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00303867,FAM176A,"family with sequence similarity 176, member A",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00303868,GYS1,glycogen synthase 1 (muscle),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00303882,PLIN3,perilipin 3,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00303890,XIAP,X-linked inhibitor of apoptosis,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303894,FAM3A,"family with sequence similarity 3, member A",Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00303932,HSPBAP1,HSPB (heat shock 27kDa) associated protein 1,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00303944,NSUN4,"NOP2/Sun domain family, member 4",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00303954,CYB5B,cytochrome b5 type B (outer mitochondrial membrane),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303962,PPCDC,phosphopantothenoylcysteine decarboxylase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303963,C2,complement component 2,Extracellular Space,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00304023,RBBP8,retinoblastoma binding protein 8,Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00304028,RBL2 (includes EG:100331892),retinoblastoma-like 2 (p130),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00304064,INADL,InaD-like (Drosophila),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00304069,RPUSD4,RNA pseudouridylate synthase domain containing 4,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00304082,ISOC1,isochorismatase domain containing 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304171,H2AFY,"H2A histone family, member Y",Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00304181,EIF2C3,"eukaryotic translation initiation factor 2C, 3",Cytoplasm,translation regulator,FALSE,FALSE,TRUE,,,,,
IPI00304187,RBM28,RNA binding motif protein 28,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304189,OPTN,optineurin,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304223,LMF1,lipase maturation factor 1,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00304227,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00304232,WDR12,WD repeat domain 12,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304264,DERL2,derlin 2,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00304267,NXN,nucleoredoxin,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304306,DNAJC19,"DnaJ (Hsp40) homolog, subfamily C, member 19",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304379,USP1,ubiquitin specific peptidase 1,Cytoplasm,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00304409,CARHSP1,"calcium regulated heat stable protein 1, 24kDa",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304417,IDH3B,isocitrate dehydrogenase 3 (NAD+) beta,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304419,IDH3B,isocitrate dehydrogenase 3 (NAD+) beta,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00304435,NIPSNAP1,nipsnap homolog 1 (C. elegans),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304442,PAPOLG,poly(A) polymerase gamma,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304483,PAIP2,poly(A) binding protein interacting protein 2,Cytoplasm,translation regulator,TRUE,FALSE,FALSE,,,,,
IPI00304493,SRFBP1,serum response factor binding protein 1,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00304527,FAM83B,"family with sequence similarity 83, member B",unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00304577,AP2A1,"adaptor-related protein complex 2, alpha 1 subunit",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00304589,TNKS1BP1,"tankyrase 1 binding protein 1, 182kDa",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304596,NONO,"non-POU domain containing, octamer-binding",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00304612,RPL13A,ribosomal protein L13a,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304648,MYLK3,myosin light chain kinase 3,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00304660,ZFAND6,"zinc finger, AN1-type domain 6",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00304666,SLC25A38,"solute carrier family 25, member 38",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00304670,PSD4,pleckstrin and Sec7 domain containing 4,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00304676,INTS5,integrator complex subunit 5,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304692,RBMX,"RNA binding motif protein, X-linked",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304740,ITSN1,intersectin 1 (SH3 domain protein),Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00304742,STK10,serine/threonine kinase 10,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00304754,FERMT1,fermitin family member 1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00304803,GMPR,guanosine monophosphate reductase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304817,SASH1,SAM and SH3 domain containing 1,Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00304840,COL6A2,"collagen, type VI, alpha 2",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00304866,TNFAIP2,"tumor necrosis factor, alpha-induced protein 2",Extracellular Space,other,TRUE,TRUE,TRUE,,,,,
IPI00304875,HIRIP3,HIRA interacting protein 3,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304895,MOCOS,molybdenum cofactor sulfurase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00304911,ATP6V1B1,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1",Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00304922,LSMD1,LSM domain containing 1,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00304925, , , , ,TRUE,TRUE,TRUE,,,,,
IPI00304935,SAAL1,serum amyloid A-like 1,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00304962,COL1A2,"collagen, type I, alpha 2",Extracellular Space,other,TRUE,TRUE,TRUE,,,,,
IPI00304992,ZNF503,zinc finger protein 503,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00304993,IL17RA,interleukin 17 receptor A,Plasma Membrane,transmembrane receptor,FALSE,FALSE,TRUE,,,,,
IPI00304999,ROR2,receptor tyrosine kinase-like orphan receptor 2,Plasma Membrane,protein kinase,FALSE,FALSE,TRUE,,,,,
IPI00305010,CPPED1,calcineurin-like phosphoesterase domain containing 1,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305064,CD44,CD44 molecule (Indian blood group),Plasma Membrane,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00305068,PRPF6,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00305092,WIBG,within bgcn homolog (Drosophila),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00305144,TSSC4,tumor suppressing subtransferable candidate 4,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00305166,SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00305185,SLC50A1,"solute carrier family 50 (sugar transporter), member 1",Plasma Membrane,transporter,TRUE,TRUE,TRUE,,,,,
IPI00305186,SIKE1,suppressor of IKBKE 1,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00305212,COMMD9,COMM domain containing 9,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00305267,GOLGA3,golgin A3,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00305283,SIAH2,siah E3 ubiquitin protein ligase 2,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00305286,HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00305289,KIF11,kinesin family member 11,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00305296,C12orf44,chromosome 12 open reading frame 44,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00305303,UFSP2,UFM1-specific peptidase 2,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305304,CERS2,ceramide synthase 2,Nucleus,transcription regulator,TRUE,TRUE,TRUE,,,,,
IPI00305305,SIPA1,signal-induced proliferation-associated 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305316,ZNF143,zinc finger protein 143,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00305337,RFX1 (includes EG:100038773),"regulatory factor X, 1 (influences HLA class II expression)",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00305360,AGMAT,agmatine ureohydrolase (agmatinase),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305374,THOC1,THO complex 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00305380,IGFBP4,insulin-like growth factor binding protein 4,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00305383,UQCRC2,ubiquinol-cytochrome c reductase core protein II,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00305384,NUDT11,nudix (nucleoside diphosphate linked moiety X)-type motif 11,Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00305416,TMEM100,transmembrane protein 100,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00305423,CHMP6,charged multivesicular body protein 6,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305430,FAM64A,"family with sequence similarity 64, member A",Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00305438,VPS16 (includes EG:100426686),vacuolar protein sorting 16 homolog (S. cerevisiae),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00305442,UBAC1,UBA domain containing 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00305469,CRK,v-crk sarcoma virus CT10 oncogene homolog (avian),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305477,CST1,cystatin SN,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00305486,AMPH,amphiphysin,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00305490,HAUS8,"HAUS augmin-like complex, subunit 8",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305545,DBR1 (includes EG:323746),debranching enzyme homolog 1 (S. cerevisiae),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305551,GNA11,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)",Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305585,OAS1,"2'-5'-oligoadenylate synthetase 1, 40/46kDa",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305589,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00305610,SCARF2,"scavenger receptor class F, member 2",Plasma Membrane,transmembrane receptor,FALSE,FALSE,TRUE,,,,,
IPI00305626,ASPHD1,aspartate beta-hydroxylase domain containing 1,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00305627,C16orf58,chromosome 16 open reading frame 58,unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00305668,MRPS6,mitochondrial ribosomal protein S6,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305698,GGCX,gamma-glutamyl carboxylase,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00305703,PRSS21,"protease, serine, 21 (testisin)",Extracellular Space,peptidase,TRUE,TRUE,FALSE,,,,,
IPI00305715,SLC39A13,"solute carrier family 39 (zinc transporter), member 13",Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00305733,SLC41A3,"solute carrier family 41, member 3",unknown,transporter,TRUE,FALSE,TRUE,,,,,
IPI00305827,FSD1,fibronectin type III and SPRY domain containing 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00305833,SMU1,smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00305868,GRAMD3,GRAM domain containing 3,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00305877, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00305887,NUF2,"NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00305894,ACOT11,acyl-CoA thioesterase 11,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305945,ADAT1,"adenosine deaminase, tRNA-specific 1",unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00305975,SPON2,"spondin 2, extracellular matrix protein",Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00305978,AKR7A2,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00305986,MED18,mediator complex subunit 18,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00305992,WBSCR16,Williams-Beuren syndrome chromosome region 16,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306017,C15orf44,chromosome 15 open reading frame 44,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306043,YTHDF2,"YTH domain family, member 2",unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00306046,EDIL3,EGF-like repeats and discoidin I-like domains 3,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00306048,ATAD3A/ATAD3B,"ATPase family, AAA domain containing 3A",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306049,MSTO1,misato homolog 1 (Drosophila),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306056,RPP25,ribonuclease P/MRP 25kDa subunit,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306057,RBM38,RNA binding motif protein 38,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306087,WRAP53,"WD repeat containing, antisense to TP53",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306127,THUMPD3,THUMP domain containing 3,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00306130,WDR34,WD repeat domain 34,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306159,MECR,mitochondrial trans-2-enoyl-CoA reductase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306170,GAS2L1,growth arrest-specific 2 like 1,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306178,EDEM2,"ER degradation enhancer, mannosidase alpha-like 2",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00306195,AKT1S1,AKT1 substrate 1 (proline-rich),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306207,TTI2 (includes EG:100334230),TELO2 interacting protein 2,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00306265,AKAP10,A kinase (PRKA) anchor protein 10,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306280,DENR,density-regulated protein,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00306290,XPOT,"exportin, tRNA (nuclear export receptor for tRNAs)",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00306299,EAPP,E2F-associated phosphoprotein,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306301,PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00306311,PLEK,pleckstrin,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00306322,COL4A2,"collagen, type IV, alpha 2",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00306325,PTPRC,"protein tyrosine phosphatase, receptor type, C",Plasma Membrane,phosphatase,TRUE,TRUE,TRUE,,,,,
IPI00306330,NSL1 (includes EG:25936),"NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306339,SPP1 (includes EG:100359743),secreted phosphoprotein 1,Extracellular Space,cytokine,TRUE,FALSE,FALSE,,,,,
IPI00306353,DUSP23,dual specificity phosphatase 23,Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00306354,PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306369,NSUN2,"NOP2/Sun RNA methyltransferase family, member 2",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306380,GNL3,guanine nucleotide binding protein-like 3 (nucleolar),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00306382,SCAMP3,secretory carrier membrane protein 3,Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00306398,NUDCD1,NudC domain containing 1,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00306400,KIFC1,kinesin family member C1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306402,LOXL4,lysyl oxidase-like 4,Extracellular Space,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00306406,RIOK2,RIO kinase 2 (yeast),unknown,kinase,TRUE,FALSE,TRUE,,,,,
IPI00306413,TPPP3,tubulin polymerization-promoting protein family member 3,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00306419,LPCAT3,lysophosphatidylcholine acyltransferase 3,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00306436,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00306439,TIMM21,translocase of inner mitochondrial membrane 21 homolog (yeast),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306446,ZNF24,zinc finger protein 24,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00306452,TIPIN,TIMELESS interacting protein,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306471,CCDC94,coiled-coil domain containing 94,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00306511,L3MBTL3,l(3)mbt-like 3 (Drosophila),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00306516,TIMM44,translocase of inner mitochondrial membrane 44 homolog (yeast),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00306518,FANCI,"Fanconi anemia, complementation group I",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00306531,NCK2,NCK adaptor protein 2,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00306532, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00306543,GDF15,growth differentiation factor 15,Extracellular Space,growth factor,TRUE,FALSE,TRUE,,,,,
IPI00306576,ARSB,arylsulfatase B,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306604,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00306661,KCMF1,potassium channel modulatory factor 1,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306667,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00306689,NADSYN1,NAD synthetase 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306708,PBK,PDZ binding kinase,Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00306719,CHID1,chitinase domain containing 1,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00306723,CEBPZ,"CCAAT/enhancer binding protein (C/EBP), zeta",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00306748,ABCB7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00306749,SLC4A1AP,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00306774,TAPBPL,TAP binding protein-like,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00306840,SGPP1,sphingosine-1-phosphate phosphatase 1,Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00306845,CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00306853,CHST3,carbohydrate (chondroitin 6) sulfotransferase 3,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00306871,KAT2A,K(lysine) acetyltransferase 2A,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00306884,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00306903,PPP1R13B,"protein phosphatase 1, regulatory subunit 13B",Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00306929,MYO18B,myosin XVIIIB,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00306933,MYO9B,myosin IXB,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00306934,WDR41,WD repeat domain 41,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00306960,NARS,asparaginyl-tRNA synthetase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307016, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00307017,LNPEP,leucyl/cystinyl aminopeptidase,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00307092,KARS,lysyl-tRNA synthetase,Cytoplasm,enzyme,FALSE,TRUE,FALSE,,,,,
IPI00307155,ROCK2,"Rho-associated, coiled-coil containing protein kinase 2",Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00307162,VCL,vinculin,Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307165,TRIM47,tripartite motif containing 47,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00307200,SWAP70,SWAP switching B-cell complex 70kDa subunit,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00307235,PTPLA,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A",unknown,phosphatase,TRUE,TRUE,FALSE,,,,,
IPI00307257,TBC1D9B,"TBC1 domain family, member 9B (with GRAM domain)",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00307259,DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00307325,ZFP161,zinc finger protein 161 homolog (mouse),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00307328,NLGN1,neuroligin 1,Plasma Membrane,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00307334,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307409,MRPL9,mitochondrial ribosomal protein L9,Cytoplasm,translation regulator,FALSE,FALSE,TRUE,,,,,
IPI00307426,SPRY4,sprouty homolog 4 (Drosophila),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00307433,STS,"steroid sulfatase (microsomal), isozyme S",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307446,CDHR2,cadherin-related family member 2,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00307458,RHOF,ras homolog family member F (in filopodia),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00307483,CYP4F11,"cytochrome P450, family 4, subfamily F, polypeptide 11",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307524,AS3MT,arsenic (+3 oxidation state) methyltransferase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00307545,TNS1,tensin 1,Plasma Membrane,other,FALSE,TRUE,TRUE,,,,,
IPI00307547,PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein",Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00307572,TMEM165,transmembrane protein 165,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00307591,ZNF609,zinc finger protein 609,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00307659,CBX8,chromobox homolog 8,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00307688,GIPC3,"GIPC PDZ domain containing family, member 3",unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00307733,SETD2,SET domain containing 2,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00307749, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00307755,PRKAA2,"protein kinase, AMP-activated, alpha 2 catalytic subunit",Cytoplasm,protein kinase,FALSE,TRUE,TRUE,,,,,
IPI00307758,PITPNM1,"phosphatidylinositol transfer protein, membrane-associated 1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00307794,AKAP5,A kinase (PRKA) anchor protein 5,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00307829,CGNL1,cingulin-like 1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00328082,TARSL2,threonyl-tRNA synthetase-like 2,unknown,enzyme,TRUE,FALSE,FALSE,,,,,
