Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
Q91XL3,Uxs1,>sp|Q91XL3|UXS1_MOUSE UDP-glucuronic acid decarboxylase 1 OS=Mus musculus GN=Uxs1 PE=2 SV=1;>tr|D3YUF9|D3YUF9_MOUSE UDP-glucuronic acid decarboxylase 1 (Fragment) OS=Mus musculus GN=Uxs1 PE=4 SV=1,8,8,26,0,,,,,,,,,,,,,,,100,61.4882591,37.5415142,25.7395587,23.0816548,,,5,0.230628116,0.648333654,6.26E-05,0.131630211,0.999224212,0.133329969,0.000775788,0.000955849,3.005475621,> 300,0.62407495,UN,0.075056146,
Q91XV3,Basp1,>sp|Q91XV3|BASP1_MOUSE Brain acid soluble protein 1 OS=Mus musculus GN=Basp1 PE=1 SV=3,8,8,65.9,0,100,,,42.4141463,34.6096955,,,100,109.4768574,93.1454482,57.6214109,31.5023776,,,100,,,,,,,8,0.14191804,4.32E-06,0.153951161,1.301799045,0.989087956,0.023703044,0.010912044,0.021883397,4.88413723,4.6,0.150446235,UN,0.346996091,
Q91YD3,Dcp1a,>sp|Q91YD3|DCP1A_MOUSE mRNA-decapping enzyme 1A OS=Mus musculus GN=Dcp1a PE=1 SV=1,10,10,29.6,0,,,,,,,,,,,,,,,100,98.579525,98.8039497,96.7766803,80.3759995,88.3285315,57.5605414,7,0.015807634,0.006344677,0.015878214,1.90818467,0.996277284,0.004075896,0.003722716,0.004051681,43.8488888,43.7,-0.076463151,ED,0.025160247,
Q91YD9,Wasl,>sp|Q91YD9|WASL_MOUSE Neural Wiskott-Aldrich syndrome protein OS=Mus musculus GN=Wasl PE=1 SV=1;>tr|Q9CXQ9|Q9CXQ9_MOUSE Neural Wiskott-Aldrich syndrome protein OS=Mus musculus GN=Wasl PE=2 SV=1,12,12,28.9,0,,,,,,,,,,,,,,,100,112.4194921,107.1394239,112.0746153,72.7117485,66.7962538,43.934664,7,0.025357994,8.49E-07,0.028243837,0.391043853,0.995071234,0.013507514,0.004928766,0.011429894,27.33446452,24.7,-0.273328309,UN,0.045198004,
Q91YE7-2,Rbm5,>sp|Q91YE7-2|RBM5_MOUSE Isoform 2 of RNA-binding protein 5 OS=Mus musculus GN=Rbm5;>sp|Q91YE7|RBM5_MOUSE RNA-binding protein 5 OS=Mus musculus GN=Rbm5 PE=1 SV=1,17,12,25.3,0,,,,,,,,,,,,,,,100,89.6578418,90.7711082,56.6038689,55.0012688,42.098227,19.8553006,7,0.053434957,0.164417048,0.040383606,0.294570493,0.976565651,0.023898672,0.023434349,0.008208412,12.97179255,16.3,0.270185874,UN,0.032567931,
Q91YH5,Atl3,>sp|Q91YH5|ATLA3_MOUSE Atlastin-3 OS=Mus musculus GN=Atl3 PE=2 SV=1;>tr|E9PYT3|E9PYT3_MOUSE Atlastin-3 OS=Mus musculus GN=Atl3 PE=4 SV=1;>sp|Q91YH5-2|ATLA3_MOUSE Isoform 2 of Atlastin-3 OS=Mus musculus GN=Atl3,21,19,53.4,0,100,,,100.4764162,83.1545091,89.1991159,63.3920675,,,,,,,,100,78.1070203,68.5452509,62.6228323,58.5658529,58.8009711,46.0040083,12,0.021419886,4.377109267,0.01075719,2.420776554,0.844744351,0.049872525,0.155255649,0.029198691,32.35998393,64.2,0.051771662,ED,0.059802918,
Q91YI0,Asl,>sp|Q91YI0|ARLY_MOUSE Argininosuccinate lyase OS=Mus musculus GN=Asl PE=1 SV=1;>tr|E0CY49|E0CY49_MOUSE Argininosuccinate lyase (Fragment) OS=Mus musculus GN=Asl PE=1 SV=1;>tr|E0CXM2|E0CXM2_MOUSE Argininosuccinate lyase OS=Mus musculus GN=Asl PE=1 SV=1,8,8,19.4,0,,,,,,,,,,,,,,,100,85.6831158,54.7526441,43.4553063,32.1003818,,,5,0.162157292,0.311852024,9.42E-05,0.107229164,0.999985259,0.027483987,1.47408E-05,0.004696585,4.274535982,> 300,0.265285973,UN,0.010047471,
Q91YI4,Arrb2,">sp|Q91YI4|ARRB2_MOUSE Beta-arrestin-2 OS=Mus musculus GN=Arrb2 PE=1 SV=1;>sp|Q91YI4-2|ARRB2_MOUSE Isoform 2 of Beta-arrestin-2 OS=Mus musculus GN=Arrb2;>tr|Q5F2D9|Q5F2D9_MOUSE Arrestin, beta 2 OS=Mus musculus GN=Arrb2 PE=4 SV=1",15,15,44.1,0,,,,,,,,,,,,,,,100,95.8602561,84.7969145,100.944158,69.5613521,51.9519558,33.0281159,7,0.036018868,0.174647847,0.035187966,2.62093597,0.996177309,0.006570201,0.003822691,0.006432638,19.24400225,19.7,-0.190877851,UN,0.022162457,
Q91YJ2,Snx4,>sp|Q91YJ2|SNX4_MOUSE Sorting nexin-4 OS=Mus musculus GN=Snx4 PE=2 SV=1,14,14,40.4,0,,,,,,,,,,,,,,,100,80.2802646,67.8372372,68.8539599,67.3051062,73.9412251,60.0426263,7,0.019641059,0.602628838,0.003683489,0.780258443,0.63718707,0.045663755,0.36281293,0.00256798,35.29072331,187.6,0.175215434,UN,0.026455806,
Q91YM2,Arhgap35,>sp|Q91YM2|RHG35_MOUSE Rho GTPase-activating protein 35 OS=Mus musculus GN=Arhgap35 PE=1 SV=3,21,21,19.6,0,,,,,,,,,,,,,,,100,113.4445279,103.9889353,107.9198842,85.9268847,85.6431395,74.5019968,7,0.009232868,9.95E-07,0.010304581,0.390578452,0.995782977,0.005793379,0.004217023,0.005361426,75.07387847,67.3,-0.152055656,UN,0.020862027,
Q91YM4,Tbrg4,>sp|Q91YM4|TBRG4_MOUSE Protein TBRG4 OS=Mus musculus GN=Tbrg4 PE=2 SV=1;>sp|Q91YM4-2|TBRG4_MOUSE Isoform 2 of Protein TBRG4 OS=Mus musculus GN=Tbrg4;>tr|E9PUT1|E9PUT1_MOUSE Protein TBRG4 OS=Mus musculus GN=Tbrg4 PE=4 SV=1,17,17,38.1,0,,,,,,,,,,,,,,,100,84.6538984,72.255024,71.2157726,61.5303491,76.1401276,69.5482958,7,0.016147798,0.336949004,3.19E-06,0.505029944,0.745146729,0.047813545,0.254853271,0.003598046,42.925184,> 300,0.096636085,UN,0.026928809,
Q91YN5-3,Uap1,>sp|Q91YN5-3|UAP1_MOUSE Isoform 3 of UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1;>sp|Q91YN5|UAP1_MOUSE UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1;>tr|Q3UHZ7|Q3UHZ7_MOUSE UDP-N-acetylhexosamine pyrophosph,17,16,45.3,0,,,,,,,,,,,,,,,100,105.3845621,108.4717893,78.817962,78.6304499,66.319363,58.0558923,7,0.019510455,0.037451512,1.56E-05,0.042615806,0.991240474,0.009794967,0.008759526,0.005953915,35.52696187,> 300,0.117823718,ED,0.052112924,
Q91YN9,Bag2,>sp|Q91YN9|BAG2_MOUSE BAG family molecular chaperone regulator 2 OS=Mus musculus GN=Bag2 PE=1 SV=1,7,7,36.2,0,,,,,,,,100,87.8914961,93.761764,,,,,100,104.6311788,116.6685439,102.6436302,101.9340481,76.9955174,88.9243167,10,0.005537059,5.68E-06,0.005934488,0.558229654,0.976727945,0.008779059,0.023272055,0.008733369,125.1832722,116.8,-0.016514975,ED,0.15056067,
Q91YP2,Nln,">sp|Q91YP2|NEUL_MOUSE Neurolysin, mitochondrial OS=Mus musculus GN=Nln PE=2 SV=1",19,19,34.8,0,100,,,81.414895,64.903596,70.4923481,95.3589394,100,70.6117332,84.1231819,,,51.1999816,56.5741268,100,82.0926289,71.8841855,75.9110433,56.5367058,57.9580551,50.8417261,17,0.019432494,0.179357428,9.62E-06,0.24179413,0.199778624,0.062774488,0.800221376,0.0234912,35.6694908,> 300,-0.010026824,UN,0.073187799,
Q91YQ5,Rpn1,>sp|Q91YQ5|RPN1_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=1 SV=1,27,27,52.1,0,100,104.019868,67.6651698,60.2923375,45.8105672,52.8147118,45.5310758,,,,,,,,100,75.2380787,59.5258917,49.0315523,48.4046626,54.2226139,48.4256761,14,0.032006175,0.299058775,0.000386257,0.223938201,0.004888293,0.109601132,0.995111707,0.010087737,21.6566706,> 300,0.232778275,NED,0.472238605,4
Q91YR1,Twf1,>sp|Q91YR1|TWF1_MOUSE Twinfilin-1 OS=Mus musculus GN=Twf1 PE=1 SV=2,17,15,61.4,0,100,102.2629552,108.2651672,101.5450585,102.4266531,100.4691839,99.0299412,100,96.5795187,89.5534589,70.3123209,101.2793399,66.385824,67.0347469,100,102.8374753,107.4280745,105.7155533,111.4480999,98.2500493,95.9765561,21,0.005141616,0.000140407,0.005184381,2.209503752,0.930885093,0.018459449,0.069114907,0.018458557,134.8111643,133.7,-0.003344082,ED,0.308873513,
Q91YR5,Mettl13,>sp|Q91YR5|MET13_MOUSE Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13 PE=1 SV=1;>sp|Q91YR5-1|MET13_MOUSE Isoform 2 of Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13,14,14,24.6,0,,,,,,,,,,,,,,,100,98.0451964,83.8003948,98.5673605,75.4662848,73.742328,57.3028133,7,0.018589404,0.049135661,0.013707377,0.25626628,0.993319451,0.006027692,0.006680549,0.004282622,37.28721838,50.1,-0.126312112,ED,0.022577239,
Q91YR7,Prpf6,>sp|Q91YR7|PRP6_MOUSE Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=2 SV=1,33,33,41.3,0,,,,,,,,100,93.7636904,91.8638279,73.3452672,58.5763885,53.833938,28.0034653,100,81.450947,70.7147342,60.1096506,46.2168351,37.5649398,24.4091051,14,0.046261258,0.164865793,0.029238869,0.237830302,0.34087886,0.037066507,0.65912114,0.01290549,14.98331888,22.3,0.082829911,UN,0.048740564,
Q91YT7,Ythdf2,>sp|Q91YT7|YTHD2_MOUSE YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1,17,11,39.4,0,100,,,,,53.9525817,44.9911922,100,85.0355125,101.239738,82.1972822,80.2090971,53.8064257,38.924384,100,90.7442401,98.502589,91.7079448,81.3830118,54.0817285,33.4869103,17,0.031220032,1.105945576,0.02969365,4.991882333,0.925998959,0.00778707,0.074001041,0.007319882,22.20200115,23.3,0.034670376,ED,0.118024564,
Q91YU8,Ppan,>sp|Q91YU8|SSF1_MOUSE Suppressor of SWI4 1 homolog OS=Mus musculus GN=Ppan PE=1 SV=2,15,15,41.9,0,,,,,,,,100,77.962052,93.264304,,,,,100,76.5991071,68.8738603,62.3857102,62.151348,,,8,0.07881002,4.956643405,0.038219771,2.851830671,0.946407542,0.020847916,0.053592458,0.00849564,8.795165619,17.9,0.23403512,UN,0.119164666,
Q91YW3,Dnajc3,>sp|Q91YW3|DNJC3_MOUSE DnaJ homolog subfamily C member 3 OS=Mus musculus GN=Dnajc3 PE=1 SV=1,10,10,24.2,0,,,,,,,,,,,,,,,100,85.4982726,87.6381217,83.0980387,73.6695591,,,5,0.042421438,4.58360146,0.023764124,4.536423132,0.999968048,0.003330813,3.19516E-05,0.000306528,16.33954927,29.1,0.032358821,ED,0.011144276,
Q91YX5,Lpgat1,>sp|Q91YX5|LGAT1_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=2 SV=1;>tr|E9QL80|E9QL80_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=4 SV=1;>tr|D3YVK0|D3YVK0_MOUSE Acyl-CoA:,7,7,18.4,0,,,,,,,,,,,,,,,100,79.1578542,64.5302895,54.6071889,45.5906663,45.8374684,30.4658787,7,0.044196812,0.357694784,0.017841755,0.312891655,0.276980493,0.083477972,0.723019507,0.001966594,15.68319415,37.3,0.212271079,UN,0.030019169,
Q91Z31,Ptbp2,>sp|Q91Z31|PTBP2_MOUSE Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2 PE=1 SV=2;>sp|Q91Z31-2|PTBP2_MOUSE Isoform 2 of Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2,14,14,42.2,0,100,,,,,53.3182153,96.9178084,100,104.9239284,110.6979264,94.2748303,80.5301505,57.9032698,57.5780862,100,105.1223099,95.7229064,84.0794519,79.983056,74.1558728,61.3159885,17,0.015496811,0.046179066,8.08E-06,0.079451599,0.752383878,0.030163566,0.247616122,0.020322378,44.72837635,> 300,0.00620851,UN,0.148758653,
Q91Z38,Ttc1,>sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=2 SV=1;>tr|A2AJK8|A2AJK8_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=4 SV=1,6,6,26.7,0,,,,,,,,,,,,,,,100,95.9306477,117.6095892,111.4859749,104.5892645,85.9904034,86.6618029,7,0.004336467,2.84E-07,0.006554314,0.128320651,0.995729195,0.008496706,0.004270805,0.007806216,159.8414348,106.2,-0.086293226,ED,0.065973888,
Q91Z53,Grhpr,>sp|Q91Z53|GRHPR_MOUSE Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=1 SV=1;>tr|D6REG4|D6REG4_MOUSE Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=3 SV=1,13,13,53.7,0,100,,,,,105.3299178,90.5406478,100,139.8457992,95.4961826,116.3509259,132.0188365,102.7107538,96.1214179,100,106.9502884,107.5966796,97.9742453,106.1875747,107.940129,98.5915582,17,8.12E-07,0.000372787,1.57E-05,4.061275245,0.942190295,0.014675397,0.057809705,0.01467991,> 300,> 300,0.018965214,ED,0.11981946,
Q91Z67,Srgap2,>sp|Q91Z67|SRGP2_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus GN=Srgap2 PE=1 SV=2;>tr|A0A087WNM1|A0A087WNM1_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus GN=Srgap2 PE=4 SV=1;>tr|A0A087WSQ1|A0A087WSQ1_MOUSE SLIT-ROBO Rho,21,19,27.4,0,,,,,,,,,,,,,,,100,103.4224388,95.7252513,103.0793966,83.4222711,65.7413911,51.3759859,7,0.021542475,4.74E-06,0.022838207,0.61649772,0.995460827,0.003261906,0.004539173,0.002893813,32.17583826,30.4,-0.120956822,ED,0.024828674,
Q91ZE0,Tmlhe,">sp|Q91ZE0|TMLH_MOUSE Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus GN=Tmlhe PE=1 SV=2",3,3,9.3,0,,,,,,,,,,,,,,,100,80.317739,65.0080053,98.7037382,48.5074803,56.5098322,50.0925473,7,0.027966241,0.644679692,0.01337585,0.873170572,0.986484047,0.070447714,0.013515953,0.033329982,24.78513929,51.3,-0.348678739,UN,0.011793359,
Q91ZJ5,Ugp2,>sp|Q91ZJ5|UGPA_MOUSE UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=2 SV=3;>sp|Q91ZJ5-2|UGPA_MOUSE Isoform 2 of UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2,16,16,38.2,0,100,,,103.7013206,97.9403203,108.170677,76.3869787,,,,,,,,100,101.7546477,106.1585496,105.4224314,97.0879995,98.9245347,108.7183561,12,0.00175057,6.94E-07,0.013636486,0.013604138,0.958449653,0.007230483,0.041550347,0.00685133,> 300,84.2,-0.057165974,ED,0.049846729,
Q91ZN5-2,Slc35b2,>sp|Q91ZN5-2|S35B2_MOUSE Isoform 2 of Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Mus musculus GN=Slc35b2;>sp|Q91ZN5|S35B2_MOUSE Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Mus musculus GN=Slc35b2 PE=2 SV=1,2,2,5.5,0.0010846,,,,,,,,,,,,,,,100,79.6628984,49.9705398,41.8242549,31.8972148,,,5,0.167562655,0.40691741,0.022302276,0.177587103,0.999974237,0.042380471,0.000025763,0.004633246,4.136644763,27.5,0.300368051,UN,0.01446802,
Q91ZS8-5,Adarb1,>sp|Q91ZS8-5|RED1_MOUSE Isoform 5 of Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1;>sp|Q91ZS8-3|RED1_MOUSE Isoform 3 of Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1;>sp|Q91ZS8-2|RED1_MOUSE Isoform 2 of Double-stranded,10,10,20.4,0,,,,,,,,,,,,,,,100,104.2323247,87.005905,76.2498124,72.2218934,,,5,0.046176146,0.076203292,1.10E-05,0.120464854,0.999997731,0.003856205,2.26912E-06,0.002944418,15.01093616,> 300,0.108441762,ED,0.027644734,
Q91ZU1,Asb6,>sp|Q91ZU1|ASB6_MOUSE Ankyrin repeat and SOCS box protein 6 OS=Mus musculus GN=Asb6 PE=1 SV=1,5,5,18.4,0,100,,,56.3686949,38.4002669,,,,,,,,,,100,82.1012275,86.5472793,65.1093618,47.4815757,,,8,0.109764125,1.825967615,0.101231331,4.975449489,0.989075425,0.00692421,0.010924575,0.006388941,6.314879087,6.8,0.075695444,ED,0.020968542,
Q91ZW3,Smarca5,>sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1,39,28,35.9,0,100,,,71.4584397,49.460842,32.9979423,29.8542995,,,,,,,,100,82.4505086,63.6070027,57.9307072,51.0126833,36.3912635,26.530633,12,0.047962672,0.425433533,0.028008952,0.468406337,0.096817447,0.067156915,0.903182553,0.010619225,14.45180499,23.8,0.096717154,UN,0.060679837,
Q91ZX7,Lrp1,>sp|Q91ZX7|LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus GN=Lrp1 PE=1 SV=1,82,82,22.7,0,100,115.7627157,90.2803843,67.9089041,40.9305993,21.6709266,17.863667,,,,,,,,100,90.4278514,85.853243,59.6228069,32.4520106,15.2280255,,13,0.076158552,0.144492616,8.95E-06,0.023456678,0.113645248,0.115317569,0.886354752,0.023242486,9.101370234,> 300,-0.052607471,UN,0.036619529,
Q920A5,Scpep1,>sp|Q920A5|RISC_MOUSE Retinoid-inducible serine carboxypeptidase OS=Mus musculus GN=Scpep1 PE=2 SV=2,12,12,32.3,0,100,79.4685292,51.9319976,46.9502932,33.0204092,28.872608,19.230065,,,,,,,,100,67.026584,47.9766263,41.0306728,31.3992491,36.4325488,32.7053938,14,0.055927694,0.448875451,0.012447449,0.196506644,0.0025807,0.221956958,0.9974193,0.017009724,12.39363071,52.3,0.256857843,NED,0.185808185,3
Q920B9,Supt16h;Supt16,>sp|Q920B9|SP16H_MOUSE FACT complex subunit SPT16 OS=Mus musculus GN=Supt16h PE=1 SV=2;>tr|G3X956|G3X956_MOUSE FACT complex subunit SPT16 OS=Mus musculus GN=Supt16 PE=1 SV=1,26,26,28.1,0,100,,,,,35.4247738,44.8436366,100,,,,,56.4711737,91.644436,100,85.3534497,68.7926239,62.9532658,61.5096327,47.0875812,36.312185,13,0.026831971,0.186936494,1.83E-07,0.157605745,0.638967335,0.110558923,0.361032665,0.049974283,25.8328837,> 300,0.219789262,UN,0.049947858,
Q920E5,Fdps,>sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus GN=Fdps PE=1 SV=1,10,10,38.2,0,100,113.0435185,104.6970518,96.6262152,93.3440844,127.8967912,74.4570682,100,67.6071308,72.3321781,67.3301358,71.7630651,,,100,76.1789101,109.3826791,74.3499369,103.7257492,51.4619552,69.7545547,19,0.012217449,4.958415722,0.005658419,3.973835012,0.870667417,0.053549806,0.129332583,0.045483663,56.73420022,122.4,0.261948452,UN,0.352088368,
Q920L1,Fads1,>sp|Q920L1|FADS1_MOUSE Fatty acid desaturase 1 OS=Mus musculus GN=Fads1 PE=2 SV=1,9,9,23.9,0,,,,,,,,,,,,,,,100,56.6084735,46.0422308,39.2169055,23.8318901,,,5,0.203972317,1.628551364,0.112102017,0.855477675,0.999338916,0.064386522,0.000661084,0.000524669,3.398241442,5.5,0.218989362,UN,0.008779111,
Q920Q4,Vps16,>sp|Q920Q4|VPS16_MOUSE Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus GN=Vps16 PE=1 SV=3;>tr|G3X8X7|G3X8X7_MOUSE Vacuolar protein sorting 16 (Yeast) OS=Mus musculus GN=Vps16 PE=1 SV=1;>sp|Q920Q4-2|VPS16_MOUSE Isoform 2 of Vacuolar p,14,14,23.8,0,,,,,,,,,,,,,,,100,87.2256386,63.6266805,45.3461532,44.1212279,41.8708301,20.3089269,7,0.055451252,0.364505803,0.029673171,0.317676666,0.875106562,0.088568533,0.124893438,0.010982271,12.50011773,21.8,0.381730352,UN,0.01117888,
Q921C5,Bicd2,">sp|Q921C5|BICD2_MOUSE Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1;>sp|Q921C5-2|BICD2_MOUSE Isoform 2 of Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2;>tr|D3Z390|D3Z390_MOUSE Bicaudal D homolog 2 (Drosophila), isoform CRA_a OS=M",26,26,38.7,0,,,,,,,,,,,,,,,100,116.2946204,114.659083,85.9423845,84.7378611,65.1960884,43.1504277,7,0.025821175,1.01E-06,0.028525907,0.412220995,0.995042404,0.010167991,0.004957596,0.008575261,26.84413768,24.5,0.068689267,ED,0.015844297,
Q921E2,Rab31,>sp|Q921E2|RAB31_MOUSE Ras-related protein Rab-31 OS=Mus musculus GN=Rab31 PE=1 SV=1;>tr|Q3TXV4|Q3TXV4_MOUSE Rab22B OS=Mus musculus GN=Rab31 PE=1 SV=1,7,5,49,0,100,,,77.2905745,63.4453483,,,,,,,,,,100,105.5517015,106.4622316,96.6658235,81.1315276,86.0430654,72.8371129,10,0.013042806,0.054034181,3.82E-05,0.143547415,0.930623607,0.020232114,0.069376393,0.012753356,53.14402482,> 300,-0.02026821,ED,0.073439236,
Q921E6-3,Eed,>sp|Q921E6-3|EED_MOUSE Isoform 3 of Polycomb protein EED OS=Mus musculus GN=Eed;>sp|Q921E6|EED_MOUSE Polycomb protein EED OS=Mus musculus GN=Eed PE=1 SV=1;>sp|Q921E6-2|EED_MOUSE Isoform 2 of Polycomb protein EED OS=Mus musculus GN=Eed,10,10,27.8,0,,,,,,,,,,,,,,,100,80.7470637,68.3378722,69.9395894,59.6543013,,,5,0.076920529,0.560480773,0.026009717,0.840878906,0.999951272,0.016491254,4.87283E-05,0.001082773,9.011211807,26.2,0.09923634,ED,0.014836671,
Q921F2,Tardbp,>sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1;>tr|A0A087WR97|A0A087WR97_MOUSE TAR DNA-binding protein 43 (Fragment) OS=Mus musculus GN=Tardbp PE=4 SV=1,12,2,44.9,0,100,91.2161681,95.9830466,96.5293213,91.2199302,76.7478252,76.0882779,100,107.7011273,90.9255213,110.3105944,93.7791367,89.1609559,73.3783548,100,89.5235843,86.8454131,73.3467202,75.5364908,82.0304017,74.35559,21,0.010387343,0.088354406,0.006687601,0.673863499,0.804377544,0.009236227,0.195622456,0.007367573,66.7299815,103.5,-0.010625001,ED,1.419171834,
Q921F4,Hnrnpll,>sp|Q921F4|HNRLL_MOUSE Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus GN=Hnrnpll PE=1 SV=3,21,21,54.1,0,100,,,96.3848417,80.4252969,,,100,105.9232039,,97.5467358,100.481416,62.4173677,66.5004396,100,93.9566609,91.6697056,89.4635023,79.8345104,74.5246362,63.8393357,16,0.015694589,0.026292276,9.75E-05,0.035138349,0.850174024,0.007038715,0.149825976,0.005318182,44.16472411,> 300,-0.072099433,ED,0.148641699,
Q921G8,Tubgcp2,>sp|Q921G8|GCP2_MOUSE Gamma-tubulin complex component 2 OS=Mus musculus GN=Tubgcp2 PE=2 SV=2,16,16,22.8,0,,,,,,,,,,,,,,,100,84.7525496,67.1114124,72.9538963,71.5804869,60.5495105,54.9925956,7,0.023488382,0.497358086,0.009156569,0.759100509,0.728852586,0.036265331,0.271147414,0.002601,29.51021413,75.2,0.148168634,UN,0.028097652,
Q921H8,Acaa1a;Acaa1b,">sp|Q921H8|THIKA_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1;>tr|H3BJZ9|H3BJZ9_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1;>tr|H3BKL5|H3BKL5_MOUSE 3-ketoacyl-CoA thiolase A, peroxiso",11,11,46.7,0,,,,,,,,100,64.1557645,61.4118201,,,,,100,89.6122857,54.0700448,32.0599656,19.4421388,14.1571746,14.0443448,10,0.08357964,0.315028041,7.56E-06,0.04314027,0.004230837,0.290583432,0.995769163,0.007296863,8.293253929,> 300,0.318698319,NED,0.129737088,1
Q921I6,Sh3bp4,>sp|Q921I6|SH3B4_MOUSE SH3 domain-binding protein 4 OS=Mus musculus GN=Sh3bp4 PE=2 SV=1,17,17,23.6,0,,,,,,,,,,,,,,,100,71.3676349,72.5111096,58.9221983,36.3685397,,,5,0.131620279,4.959771901,0.102294257,3.38601462,0.999988749,0.009485764,1.12513E-05,0.002012011,5.266264328,6.6,0.023219221,ED,0.011388115,
Q921I9,Exosc4,>sp|Q921I9|EXOS4_MOUSE Exosome complex component RRP41 OS=Mus musculus GN=Exosc4 PE=2 SV=3,5,5,27.3,0,,,,,,,,,,,,,,,100,53.3142984,34.9963837,35.5628686,28.4068101,29.7814198,25.8030013,7,0.058361117,1.00304613,0.007468347,0.275025113,0.059610194,0.400557405,0.940389806,0.003375656,11.87686617,90,0.40459743,NED,0.088747206,0
Q921J2,Rheb,>sp|Q921J2|RHEB_MOUSE GTP-binding protein Rheb OS=Mus musculus GN=Rheb PE=1 SV=1,5,5,28.3,0,100,,,91.6966936,79.9913474,,,,,,,,,,100,102.7461108,100.6878693,,,,,6,0.024611245,8.08E-05,0.097136364,0.097065019,0.997485184,0.001108512,0.002514816,0.000403213,28.16384048,11.8,-0.024941938,ED,0.154110768,
Q921J4,Ube2s,>sp|Q921J4|UBE2S_MOUSE Ubiquitin-conjugating enzyme E2 S OS=Mus musculus GN=Ube2s PE=2 SV=1,10,10,65.5,0,,,,,,,,100,,,67.345185,30.2642812,,,100,100.4420584,95.1680721,73.4650817,35.2799416,,,8,0.126096335,8.85E-05,0.269201659,0.269108242,0.875266699,0.018034298,0.124733301,0.004632596,5.49696532,4.3,-0.207415035,UN,0.257827603,
