acc	id	pI	weight
MUC16_HUMAN_1	Q8WXI7	5.13	1519174.71
MUC2_HUMAN_1	Q02817	5.48	538420.21
MUC5B_HUMAN_1	Q9HC84	6.20	593844.16
MUTA_HUMAN_1	P22033	5.98	79340.96
MVD1_HUMAN_1	P53602	6.87	43273.40
KIME_HUMAN_1	Q03426	6.02	42450.91
MVP_HUMAN_1	Q14764	5.34	99195.70
MX1_HUMAN_1	P20591	5.60	75520.34
MX1_HUMAN_2	P20591	5.60	75389.15
MX2_HUMAN_1	P20592	8.91	82088.67
MXRA5_HUMAN_1	Q9NR99	8.48	309275.76
MXRA7_HUMAN_1	P84157	4.24	21465.77
MYADM_HUMAN_1	Q96S97	8.53	35273.59
MBB1A_HUMAN_1	Q9BQG0	9.34	148854.55
MYCBP_HUMAN_1	Q99417	5.70	11835.49
MYCB2_HUMAN_1	O75592	6.63	510083.99
MYD88_HUMAN_1	Q99836	5.89	33233.36
MYEF2_HUMAN_1	Q9P2K5	8.86	64121.66
MYH10_HUMAN_1	P35580	5.43	228999.11
MYH11_HUMAN_1	P35749	5.42	227339.24
MYH14_HUMAN_1	Q7Z406	5.52	227739.40
MYH15_HUMAN_1	Q9Y2K3	5.67	224618.97
MYH9_HUMAN_1	P35579	5.50	226401.05
ML12A_HUMAN_1	P19105	4.65	19794.13
MYL4_HUMAN_1	P12829	4.98	21433.41
MYL6_HUMAN_1	P60660	4.56	16798.86
MYL6B_HUMAN_1	P14649	5.56	22632.80
MYL9_HUMAN_1	P24844	4.78	19695.99
MYLK_HUMAN_1	Q15746	5.85	210715.01
MYLK_HUMAN_2	Q15746	5.97	210198.55
MYO10_HUMAN_1	Q9HD67	5.85	237346.91
MY18A_HUMAN_1	Q92614	5.95	233115.06
MYO1B_HUMAN_1	O43795	9.43	131985.04
MYO1C_HUMAN_1	O00159	9.46	121681.68
MYO1D_HUMAN_1	O94832	9.44	116071.00
MYO1E_HUMAN_1	Q12965	9.01	127061.89
MYO1F_HUMAN_1	O00160	9.21	124844.28
MYO1G_HUMAN_1	B0I1T2	8.96	116442.08
MYO1G_HUMAN_2	B0I1T2	4.00	978.15
MYO5A_HUMAN_1	Q9Y4I1	8.70	215273.78
MYO5B_HUMAN_1	Q9ULV0	6.77	213672.39
MYO5C_HUMAN_1	Q9NQX4	7.73	202679.21
MYO6_HUMAN_1	Q9UM54	8.74	149691.07
MYO9B_HUMAN_1	Q13459	8.91	243269.67
MYOF_HUMAN_1	Q9NZM1	5.84	234708.73
MZB1_HUMAN_1	Q8WU39	5.22	18437.57
N4BP1_HUMAN_1	O75113	5.24	100378.76
HEMK2_HUMAN_1	Q9Y5N5	5.13	22900.43
NAA10_HUMAN_1	P41227	5.41	26458.50
NAA15_HUMAN_1	Q9BXJ9	7.23	101272.44
NAA16_HUMAN_1	Q6N069	8.06	101462.02
NAA20_HUMAN_1	P61599	4.95	20368.17
NAA25_HUMAN_1	Q14CX7	6.21	112292.34
NAA30_HUMAN_1	Q147X3	5.38	39319.52
NAA35_HUMAN_1	Q5VZE5	6.60	83639.01
LSMD1_HUMAN_1	Q9BRA0	5.37	13383.07
NAA40_HUMAN_1	Q86UY6	7.18	27062.69
NAA50_HUMAN_1	Q9GZZ1	8.96	19398.35
NAAA_HUMAN_1	Q02083	8.67	37249.70
NAAA_HUMAN_2	Q02083	5.54	10963.88
NAAA_HUMAN_3	Q02083	8.01	25063.34
NADL2_HUMAN_1	Q58DX5	5.78	88681.57
NAB1_HUMAN_1	Q13506	6.15	54245.22
NAB2_HUMAN_1	Q15742	6.50	56594.12
NACC1_HUMAN_1	Q96RE7	5.52	57258.24
NADK_HUMAN_1	O95544	6.03	49228.21
NADE_HUMAN_1	Q6IA69	6.02	79284.73
ULA1_HUMAN_1	Q13564	5.25	60115.16
NAF1_HUMAN_1	Q96HR8	4.76	53716.60
NAGAB_HUMAN_1	P17050	4.85	44703.14
NAGK_HUMAN_1	Q9UJ70	5.82	37244.48
ANAG_HUMAN_1	P54802	6.32	80344.41
ANAG_HUMAN_2	P54802	6.43	76841.43
BIRC1_HUMAN_1	Q13075	5.68	159581.56
NAMPT_HUMAN_1	P43490	6.69	55521.16
SIAS_HUMAN_1	Q9NR45	6.31	40176.32
NP1L1_HUMAN_1	P55209	4.34	44858.52
NP1L4_HUMAN_1	Q99733	4.60	42692.26
SNAA_HUMAN_1	P54920	5.23	33232.72
SNAG_HUMAN_1	Q99747	5.30	34746.29
NARFL_HUMAN_1	Q9H6Q4	6.86	52889.03
SYNC_HUMAN_1	O43776	5.90	62942.92
SYNM_HUMAN_1	Q96I59	6.39	52454.99
NASP_HUMAN_1	P49321	4.26	85106.53
ARY1_HUMAN_1	P18440	6.09	33898.72
NAT10_HUMAN_1	Q9H0A0	8.50	115729.86
NAV1_HUMAN_1	Q8NEY1	8.20	202471.76
NBAS_HUMAN_1	A2RRP1	5.65	268571.31
NBEL1_HUMAN_1	Q6ZS30	6.01	307237.42
NBEL2_HUMAN_1	Q6ZNJ1	5.95	302516.59
NBN_HUMAN_1	O60934	6.50	84959.04
NCALD_HUMAN_1	P61601	5.23	22114.04
NCAM1_HUMAN_1	P13591	4.79	92407.56
CND1_HUMAN_1	Q15021	6.19	157182.14
CNDD3_HUMAN_1	P42695	7.38	168890.82
CND3_HUMAN_1	Q9BPX3	5.44	114334.09
CNDG2_HUMAN_1	Q86XI2	6.43	130960.23
CND2_HUMAN_1	Q15003	4.91	82563.17
NCBP1_HUMAN_1	Q09161	5.99	91839.44
NCBP2_HUMAN_1	P52298	8.33	17869.90
NCDN_HUMAN_1	Q9UBB6	5.34	78733.07
NCEH1_HUMAN_1	Q6PIU2	6.76	45807.85
NCF1_HUMAN_1	P14598	9.20	44651.82
NCF2_HUMAN_1	P19878	5.88	59761.54
NCF4_HUMAN_1	Q15080	6.40	39031.72
NCK1_HUMAN_1	P16333	6.08	42733.27
NCK2_HUMAN_1	O43639	6.47	42783.89
NCKP1_HUMAN_1	Q9Y2A7	6.18	128658.79
NCKPL_HUMAN_1	P55160	6.39	128153.35
SPN90_HUMAN_1	Q9NZQ3	5.94	78960.21
NUCL_HUMAN_1	P19338	4.60	76483.21
NCLN_HUMAN_1	Q969V3	7.09	58615.07
NCOA2_HUMAN_1	Q15596	6.19	159025.33
NCOA5_HUMAN_1	Q9HCD5	9.62	65536.45
NCOA6_HUMAN_1	Q14686	9.40	219145.41
NCOA7_HUMAN_1	Q8NI08	5.42	106161.51
NCOR1_HUMAN_1	O75376	6.66	270209.81
NCOR2_HUMAN_1	Q9Y618	7.21	274804.08
NCS1_HUMAN_1	P62166	4.71	21747.53
NICA_HUMAN_1	Q92542	5.52	75251.19
NDC80_HUMAN_1	O14777	5.48	73912.67
NDE1_HUMAN_1	Q9NXR1	5.20	38808.07
NDRG1_HUMAN_1	Q92597	5.49	42704.25
NDRG2_HUMAN_1	Q9UN36	5.08	40666.98
NDRG3_HUMAN_1	Q9UGV2	5.12	41408.72
NDUAA_HUMAN_1	O95299	6.87	37147.30
NDUAB_HUMAN_1	Q86Y39	8.95	14720.89
NDUAC_HUMAN_1	Q9UI09	9.63	17114.44
NDUAD_HUMAN_1	Q9P0J0	8.24	16567.12
NDUA2_HUMAN_1	O43678	9.62	10790.37
NDUA3_HUMAN_1	O95167	8.26	9147.65
NDUA4_HUMAN_1	O00483	9.42	9369.86
NDUA5_HUMAN_1	Q16718	5.77	13327.50
NDUA6_HUMAN_1	P56556	10.15	17870.80
NDUA7_HUMAN_1	O95182	10.19	12420.21
NDUA8_HUMAN_1	P51970	7.93	19973.84
NDUA9_HUMAN_1	Q16795	9.68	38900.28
ACPM_HUMAN_1	O14561	4.06	10169.64
CIA30_HUMAN_1	Q9Y375	5.88	35003.37
MIMIT_HUMAN_1	Q8N183	UNDEFINED	0.00
NDUF3_HUMAN_1	Q9BU61	8.48	20350.25
NDUF4_HUMAN_1	Q9P032	8.86	20135.29
NDUB1_HUMAN_1	O75438	9.03	6961.20
NDUB1_HUMAN_2	O75438	9.04	6830.01
NDUBA_HUMAN_1	O96000	8.72	20776.67
NDUBB_HUMAN_1	Q9NX14	4.58	14310.04
NDUB2_HUMAN_1	O95178	4.35	8641.51
NDUB3_HUMAN_1	O43676	9.19	11270.77
NDUB4_HUMAN_1	O95168	9.85	15077.40
NDUB5_HUMAN_1	O43674	6.95	17001.59
NDUB6_HUMAN_1	O95139	9.63	15358.00
NDUB7_HUMAN_1	P17568	9.10	16270.75
NDUB8_HUMAN_1	O95169	5.45	18774.18
NDUB9_HUMAN_1	Q9Y6M9	8.59	21699.72
NDUC2_HUMAN_1	O95298	9.04	14187.52
NDUS1_HUMAN_1	P28331	5.42	76975.37
NDUS2_HUMAN_1	O75306	6.26	49173.58
NDUS3_HUMAN_1	O75489	5.48	26414.92
NDUS4_HUMAN_1	O43181	9.36	15385.33
NDUS5_HUMAN_1	O43920	9.29	12386.31
NDUS6_HUMAN_1	O75380	7.13	10698.97
NDUS7_HUMAN_1	O75251	9.77	19749.08
NDUS8_HUMAN_1	O00217	5.10	20290.03
NDUV1_HUMAN_1	P49821	7.53	48505.26
NDUV2_HUMAN_1	P19404	5.71	23760.31
NDUV3_HUMAN_1	P56181	9.35	8369.25
NEBU_HUMAN_1	P20929	9.11	772914.31
NEBL_HUMAN_1	O76041	7.89	116453.35
NECP1_HUMAN_1	Q8NC96	6.33	29737.42
NECP2_HUMAN_1	Q9NVZ3	8.49	28338.84
NEDD1_HUMAN_1	Q8NHV4	8.15	71966.09
NEDD4_HUMAN_1	P46934	6.14	149114.48
NED4L_HUMAN_1	Q96PU5	5.56	111800.57
NEK7_HUMAN_1	Q8TDX7	8.49	34550.95
NEK9_HUMAN_1	Q8TD19	5.51	107037.27
NEMF_HUMAN_1	O60524	5.97	122954.44
NENF_HUMAN_1	Q9UMX5	4.81	15684.46
NEO1_HUMAN_1	Q92859	5.95	156445.28
NEST_HUMAN_1	P48681	4.35	177438.91
NEUR1_HUMAN_1	Q99519	5.15	40236.17
NEXN_HUMAN_1	Q0ZGT2	5.31	80658.28
NF1_HUMAN_1	P21359	7.12	319241.10
NF1_HUMAN_2	P21359	6.24	146660.71
MERL_HUMAN_1	P35240	6.11	69690.16
NFAC2_HUMAN_1	Q13469	6.87	100145.82
NF2IP_HUMAN_1	Q8NCF5	6.19	45816.76
NFIA_HUMAN_1	Q12857	8.66	55944.17
NFIB_HUMAN_1	O00712	9.01	47441.90
NFIC_HUMAN_1	P08651	8.62	55674.98
NFIX_HUMAN_1	Q14938	8.90	55098.24
NFKB1_HUMAN_1	P19838	5.20	105356.00
NFKB1_HUMAN_2	P19838	7.20	47507.92
NFKB2_HUMAN_1	Q00653	5.84	96749.18
NFKB2_HUMAN_2	Q00653	8.45	49422.83
IKBB_HUMAN_1	Q15653	4.70	37771.09
IKBE_HUMAN_1	O00221	6.22	52863.54
NFRKB_HUMAN_1	Q6P4R8	9.29	139001.24
NFS1_HUMAN_1	Q9Y697	UNDEFINED	0.00
NFU1_HUMAN_1	Q9UMS0	4.82	27461.37
NFX1_HUMAN_1	Q12986	8.67	124394.58
NFXL1_HUMAN_1	Q6ZNB6	8.85	101339.36
NFYA_HUMAN_1	P23511	8.89	36876.67
NFYB_HUMAN_1	P25208	4.46	22831.28
NFYC_HUMAN_1	Q13952	5.77	50302.41
NGDN_HUMAN_1	Q8NEJ9	9.57	35762.91
NGLY1_HUMAN_1	Q96IV0	6.49	74258.93
NHEJ1_HUMAN_1	Q9H9Q4	5.65	33337.29
NHLC2_HUMAN_1	Q8NBF2	5.33	79443.59
NHLC3_HUMAN_1	Q5JS37	5.54	35451.14
NHP2_HUMAN_1	Q9NX24	8.48	17201.04
NID1_HUMAN_1	P14543	5.05	133457.45
NID2_HUMAN_1	Q14112	5.07	148098.89
NIF3L_HUMAN_1	Q9GZT8	6.19	41968.03
NIP7_HUMAN_1	Q9Y221	8.66	20462.61
NIPBL_HUMAN_1	Q6KC79	8.09	316051.10
NIPS1_HUMAN_1	Q9BPW8	9.35	33309.98
NPS3A_HUMAN_1	Q9UFN0	9.21	28466.61
NISCH_HUMAN_1	Q9Y2I1	5.04	166497.53
NIT1_HUMAN_1	Q86X76	7.91	35896.47
NIT2_HUMAN_1	Q9NQR4	6.83	30607.97
NKAP_HUMAN_1	Q8N5F7	10.12	47138.28
KBRS2_HUMAN_1	Q9NYR9	8.22	21508.46
NKRF_HUMAN_1	O15226	8.94	77672.89
NKTR_HUMAN_1	P30414	10.01	165676.51
NLE1_HUMAN_1	Q9NVX2	7.00	53189.07
NEUL_HUMAN_1	Q9BYT8	5.77	76513.63
NALP2_HUMAN_1	Q9NX02	5.74	120515.25
NLRX1_HUMAN_1	Q86UT6	6.10	97704.71
NMD3_HUMAN_1	Q96D46	6.76	57603.18
NDKB_HUMAN_1	P22392	8.52	17298.04
NDK3_HUMAN_1	Q13232	7.71	19015.05
NDK7_HUMAN_1	Q9Y5B8	6.03	42491.76
NMI_HUMAN_1	Q13287	5.23	35056.81
NMNA1_HUMAN_1	Q9HAN9	8.98	31932.46
NMNA3_HUMAN_1	Q96T66	9.28	28321.67
NMRL1_HUMAN_1	Q9HBL8	7.06	33344.38
NMT1_HUMAN_1	P30419	7.65	56806.19
NMT2_HUMAN_1	O60551	7.23	56980.22
NNMT_HUMAN_1	P40261	5.56	29574.02
NNTM_HUMAN_1	Q13423	7.63	109040.81
NOA1_HUMAN_1	Q8NC60	8.87	78457.81
NOB1_HUMAN_1	Q9ULX3	6.76	46543.76
NOC2L_HUMAN_1	Q9Y3T9	5.46	84919.43
NOC3L_HUMAN_1	Q8WTT2	9.22	92547.76
NOC4L_HUMAN_1	Q9BVI4	7.08	58467.77
NOL10_HUMAN_1	Q9BSC4	8.64	80301.54
NOL11_HUMAN_1	Q9H8H0	5.74	81123.60
NOL3_HUMAN_1	O60936	4.11	22498.27
NOL6_HUMAN_1	Q9H6R4	7.42	127593.05
NOL7_HUMAN_1	Q9UMY1	9.68	29426.39
NOL8_HUMAN_1	Q76FK4	6.67	131616.48
NOL9_HUMAN_1	Q5SY16	9.30	79191.58
NOLC1_HUMAN_1	Q14978	9.46	73603.23
NOM1_HUMAN_1	Q5C9Z4	8.28	96257.37
NOMO2_HUMAN_1	Q5JPE7	5.48	136631.54
NONO_HUMAN_1	Q15233	9.01	54231.54
NOP10_HUMAN_1	Q9NPE3	10.01	7705.97
NOP14_HUMAN_1	P78316	7.33	97668.38
NOP16_HUMAN_1	Q9Y3C1	9.94	21188.35
NOP2_HUMAN_1	P46087	9.27	89301.81
NOP56_HUMAN_1	O00567	9.24	66049.89
NOP58_HUMAN_1	Q9Y2X3	9.03	59578.18
CAPON_HUMAN_1	O75052	5.89	56149.76
NOSIP_HUMAN_1	Q9Y314	9.05	33171.97
NOTC2_HUMAN_1	Q04721	4.94	262749.46
NOTC2_HUMAN_2	Q04721	5.80	86565.49
NOTC2_HUMAN_3	Q04721	5.83	83186.32
NOTC3_HUMAN_1	Q9UM47	5.08	239545.31
NOTC3_HUMAN_2	Q9UM47	5.50	72367.16
NOTC3_HUMAN_3	Q9UM47	5.61	69000.99
NOVA2_HUMAN_1	Q9UNW9	8.24	49008.58
NPC1_HUMAN_1	O15118	5.14	139883.98
NPC2_HUMAN_1	P61916	6.95	14578.79
PEPL1_HUMAN_1	Q8NDH3	6.41	55860.91
PSA_HUMAN_1	P55786	5.49	103276.31
NPL_HUMAN_1	Q9BXD5	5.40	35162.53
NPL4_HUMAN_1	Q8TAT6	5.95	67989.04
NPM_HUMAN_1	P06748	4.64	32575.02
NPM3_HUMAN_1	O75607	4.55	19212.49
NPNT_HUMAN_1	Q6UXI9	8.78	59886.42
NPTN_HUMAN_1	Q9Y639	8.15	41838.16
NQO1_HUMAN_1	P15559	8.91	30736.46
NQO2_HUMAN_1	P16083	5.87	25918.57
NR2C2_HUMAN_1	P49116	5.89	65414.47
NR2CA_HUMAN_1	Q86WQ0	5.77	15875.85
COT2_HUMAN_1	P24468	8.66	45571.19
NR2F6_HUMAN_1	P10588	7.96	42979.04
GCR_HUMAN_1	P04150	6.00	85659.29
RASN_HUMAN_1	P01111	5.01	20899.71
NRBF2_HUMAN_1	Q96F24	5.61	32377.71
NRBP_HUMAN_1	Q9UHY1	5.02	59713.51
NRBP2_HUMAN_1	Q9NSY0	6.05	57803.07
NRCAM_HUMAN_1	Q92823	5.28	141123.14
NRF1_HUMAN_1	Q16656	4.94	53541.03
NRP1_HUMAN_1	O14786	5.58	101073.76
NRP2_HUMAN_1	O60462	5.01	102374.70
NSA2_HUMAN_1	O95478	10.28	30065.49
NSDHL_HUMAN_1	Q15738	8.16	41900.29
NSF_HUMAN_1	P46459	6.52	82594.35
NSF1C_HUMAN_1	Q9UNZ2	4.99	40572.84
NSL1_HUMAN_1	Q96IY1	6.35	32161.92
FAN_HUMAN_1	Q92636	5.80	104372.36
NSE1_HUMAN_1	Q8WV22	7.13	30855.43
NSE2_HUMAN_1	Q96MF7	7.62	27932.50
NSE4A_HUMAN_1	Q9NXX6	5.25	44301.36
NSRP1_HUMAN_1	Q9H0G5	8.90	66390.06
NSUN2_HUMAN_1	Q08J23	6.33	86470.71
NSUN4_HUMAN_1	Q96CB9	7.19	40234.12
NSUN5_HUMAN_1	Q96P11	8.91	46560.59
NT5C_HUMAN_1	Q8TCD5	6.18	23382.78
5NTC_HUMAN_1	P49902	5.75	64969.80
NT5D1_HUMAN_1	Q5TFE4	5.94	51844.97
NT5D2_HUMAN_1	Q9H857	6.30	60718.63
NT5D3_HUMAN_1	Q86UY8	8.46	63419.81
5NTD_HUMAN_1	P21589	6.26	58015.34
NTH_HUMAN_1	P78549	9.57	31300.99
NTPCR_HUMAN_1	Q9BSD7	9.61	20581.87
NUB1_HUMAN_1	Q9Y5A7	5.71	70538.15
NUBP1_HUMAN_1	P53384	5.15	34534.50
NUBP2_HUMAN_1	Q9Y5Y2	5.55	28825.33
NUBPL_HUMAN_1	Q8TB37	8.41	30255.25
NUCB1_HUMAN_1	Q02818	5.09	51145.78
NUCB2_HUMAN_1	P80303	4.99	47328.14
NUCB2_HUMAN_2	P80303	5.28	9551.86
NUCKS_HUMAN_1	Q9H1E3	4.98	27296.38
NUDC_HUMAN_1	Q9Y266	5.27	38242.91
NUDC1_HUMAN_1	Q96RS6	4.99	66755.84
NUDC2_HUMAN_1	Q8WVJ2	4.99	17544.68
NUDC3_HUMAN_1	Q8IVD9	5.16	40822.08
8ODP_HUMAN_1	P36639	4.90	20296.06
NUD12_HUMAN_1	Q9BQG2	6.38	52075.90
NUD14_HUMAN_1	O95848	4.95	24118.28
NUD15_HUMAN_1	Q9NV35	5.75	18609.01
NUD16_HUMAN_1	Q96DE0	6.38	21273.36
SDOS_HUMAN_1	Q9BRJ7	9.07	23338.26
NUD19_HUMAN_1	A8MXV4	7.28	42233.31
AP4A_HUMAN_1	P50583	5.24	16698.05
CPSF5_HUMAN_1	O43809	8.85	26096.09
NUDT3_HUMAN_1	O95989	5.99	19470.97
NUDT4_HUMAN_1	Q9NZJ9	5.99	20306.03
NUDT5_HUMAN_1	Q9UKK9	4.87	24327.62
NUDT6_HUMAN_1	P53370	8.15	35678.65
NUDT9_HUMAN_1	Q9BW91	6.30	34204.20
NUF2_HUMAN_1	Q9BZD4	8.41	54303.63
NUFP2_HUMAN_1	Q7Z417	8.70	76121.14
NUMA1_HUMAN_1	Q14980	5.63	238259.51
NUMB_HUMAN_1	P49757	8.79	70803.81
NU107_HUMAN_1	P57740	5.28	106374.10
NU133_HUMAN_1	Q8WUM0	4.98	128979.02
NU153_HUMAN_1	P49790	8.97	153807.19
NU155_HUMAN_1	O75694	5.78	155067.97
NU160_HUMAN_1	Q12769	5.31	162121.32
NU188_HUMAN_1	Q5SRE5	6.27	195911.79
NU205_HUMAN_1	Q92621	5.81	227790.32
PO210_HUMAN_1	Q8TEM1	6.27	202664.25
NU214_HUMAN_1	P35658	7.20	213488.51
NUP53_HUMAN_1	Q8NFH5	9.15	34773.76
NUP37_HUMAN_1	Q8NFH4	5.55	36707.61
NUP43_HUMAN_1	Q8NFH3	5.31	42150.80
NUP50_HUMAN_1	Q9UKX7	6.64	50144.17
NUP54_HUMAN_1	Q7Z3B4	6.53	55435.46
NUP62_HUMAN_1	P37198	5.19	53123.76
NUP85_HUMAN_1	Q9BW27	5.36	75019.41
NUP88_HUMAN_1	Q99567	5.47	83410.73
NUP93_HUMAN_1	Q8N1F7	5.50	93488.29
NUP98_HUMAN_1	P52948	7.69	91684.59
NUP98_HUMAN_2	P52948	5.66	105912.78
NUPL2_HUMAN_1	O15504	9.25	44871.63
NUSAP_HUMAN_1	Q9BXS6	9.92	49451.81
NTF2_HUMAN_1	P61970	5.10	14478.48
NVL_HUMAN_1	O15381	6.11	95050.85
NXF1_HUMAN_1	Q9UBU9	8.74	70051.17
NXN_HUMAN_1	Q6DKJ4	4.88	48260.93
NXT1_HUMAN_1	Q9UKK6	4.91	15715.63
NXT2_HUMAN_1	Q9NPJ8	5.24	16228.13
OAS1_HUMAN_1	P00973	8.51	46028.56
OAS2_HUMAN_1	P29728	8.55	82299.43
OAS3_HUMAN_1	Q9Y6K5	8.73	121170.17
OASL_HUMAN_1	Q15646	8.02	59094.83
OAT_HUMAN_1	P04181	5.97	45852.70
OAT_HUMAN_2	P04181	5.72	44808.48
OBSL1_HUMAN_1	O75147	5.42	206946.78
OCAD1_HUMAN_1	Q9NX40	7.02	27626.13
OCAD2_HUMAN_1	Q56VL3	9.24	16953.54
OCLN_HUMAN_1	Q16625	5.77	59143.79
OCRL_HUMAN_1	Q01968	6.13	104204.66
ODFP2_HUMAN_1	Q5BJF6	7.53	95401.28
ODO1_HUMAN_1	Q02218	6.07	111339.89
OGDHL_HUMAN_1	Q9ULD0	6.06	106443.11
OGFD1_HUMAN_1	Q8N543	5.02	63246.19
OGFR_HUMAN_1	Q9NZT2	4.77	73324.71
MIME_HUMAN_1	P20774	5.22	31734.39
OGT1_HUMAN_1	O15294	6.23	116793.41
OLA1_HUMAN_1	Q9NTK5	7.64	44743.57
OLFM4_HUMAN_1	Q6UX06	5.40	55175.21
OLFL1_HUMAN_1	Q6UWY5	8.41	42994.27
OLFL3_HUMAN_1	Q9NRN5	6.18	43800.58
OMA1_HUMAN_1	Q96E52	9.35	58740.62
OMD_HUMAN_1	Q99983	5.22	47158.21
OPA1_HUMAN_1	O60313	6.04	101497.72
OPA1_HUMAN_2	O60313	6.20	89124.44
OPA3_HUMAN_1	Q9H6K4	9.08	19865.04
OPLA_HUMAN_1	O14841	6.12	137457.20
OPTN_HUMAN_1	Q96CV9	5.17	65921.11
ORC2_HUMAN_1	Q13416	6.07	65971.54
ORC3_HUMAN_1	Q9UBD5	7.54	82254.11
ORC4_HUMAN_1	O43929	8.08	50377.35
ORC5_HUMAN_1	O43913	7.63	50283.09
A1AG1_HUMAN_1	P02763	5.00	21560.12
A1AG2_HUMAN_1	P19652	5.12	21651.19
OS9_HUMAN_1	Q13438	4.81	73055.51
OSBP1_HUMAN_1	P22059	6.95	89289.37
OSB10_HUMAN_1	Q9BXB5	8.56	83970.06
OSB11_HUMAN_1	Q9BXB4	6.60	83643.25
OSBL1_HUMAN_1	Q9BXW6	5.96	108469.88
OSBL2_HUMAN_1	Q9H1P3	5.94	55201.27
OSBL3_HUMAN_1	Q9H4L5	6.42	101223.63
OSBL8_HUMAN_1	Q9BZF1	6.52	101195.56
OSBL9_HUMAN_1	Q96SU4	5.77	83053.49
OSCP1_HUMAN_1	Q8WVF1	5.64	44586.32
OSGEP_HUMAN_1	Q9NPF4	5.93	36426.83
OSGP2_HUMAN_1	Q9H4B0	8.18	41634.62
OSTC_HUMAN_1	Q9NRP0	9.23	16829.26
OSTF1_HUMAN_1	Q92882	5.44	23655.62
OTUB1_HUMAN_1	Q96FW1	4.85	31152.87
OTUD4_HUMAN_1	Q01804	6.25	124044.50
OTU6B_HUMAN_1	Q8N6M0	5.77	33812.64
OTU7B_HUMAN_1	Q6GQQ9	6.27	92525.87
OVCA2_HUMAN_1	Q8WZ82	6.43	24417.99
OXA1L_HUMAN_1	Q15070	UNDEFINED	0.00
SCOT1_HUMAN_1	P55809	6.00	52089.89
OXND1_HUMAN_1	Q96HP4	8.63	33180.34
OXR1_HUMAN_1	Q8N573	5.32	97970.17
OXSM_HUMAN_1	Q9NWU1	6.53	45703.12
OXSR1_HUMAN_1	O95747	6.03	57891.01
P2RX4_HUMAN_1	Q99571	8.29	43369.12
P4HA1_HUMAN_1	P13674	5.69	59109.83
P4HA2_HUMAN_1	O15460	5.43	58566.03
PDIA1_HUMAN_1	P07237	4.69	55294.02
PA2G4_HUMAN_1	Q9UQ80	6.12	43655.67
PAAF1_HUMAN_1	Q9BRP4	5.93	42058.83
PABP1_HUMAN_1	P11940	9.52	70670.84
PABP4_HUMAN_1	Q13310	9.31	70782.85
PACS1_HUMAN_1	Q6VY07	7.70	104767.25
PACS2_HUMAN_1	Q86VP3	6.15	97702.32
PACN2_HUMAN_1	Q9UNF0	5.08	55738.64
PACN3_HUMAN_1	Q9UKS6	5.83	48486.80
PADI2_HUMAN_1	Q9Y2J8	5.40	75563.95
PAF1_HUMAN_1	Q8N7H5	4.52	59975.72
LIS1_HUMAN_1	P43034	6.97	46637.97
PA1B2_HUMAN_1	P68402	5.57	25438.08
PA1B3_HUMAN_1	Q15102	6.33	25603.05
PAFA2_HUMAN_1	Q99487	6.43	44035.52
PHAG1_HUMAN_1	Q9NWQ8	4.57	46980.57
GGEE3_HUMAN_1	Q5JRK9	4.06	12040.98
PUR6_HUMAN_1	P22234	7.09	46948.03
PAIP1_HUMAN_1	Q9H074	4.71	53524.64
PAIP2_HUMAN_1	Q9BPZ3	4.03	14984.34
PAK1_HUMAN_1	Q13153	5.55	60515.69
PK1IP_HUMAN_1	Q9NWT1	9.07	43963.85
PAK2_HUMAN_1	Q13177	5.69	57911.42
PAK2_HUMAN_2	Q13177	5.31	23060.78
PAK2_HUMAN_3	Q13177	6.44	34868.65
PAK4_HUMAN_1	O96013	9.76	64072.05
PALLD_HUMAN_1	Q8WX93	6.67	150563.86
PALM_HUMAN_1	O75781	4.94	41744.52
PALM3_HUMAN_1	A6NDB9	4.53	71394.08
PALMD_HUMAN_1	Q9NP74	5.31	62758.06
AMD_HUMAN_1	P19021	5.83	105058.03
PAN2_HUMAN_1	Q504Q3	5.64	135367.65
PANK2_HUMAN_1	Q9BZ23	9.05	57488.55
PANK4_HUMAN_1	Q9NVE7	5.88	85859.76
PANX1_HUMAN_1	Q96RD7	5.75	48050.12
PAPD5_HUMAN_1	Q8NDF8	9.07	63266.93
PAPOA_HUMAN_1	P51003	7.09	82711.39
PAPS1_HUMAN_1	O43252	6.40	70833.15
PAPS2_HUMAN_1	O95340	8.18	69500.72
PARD3_HUMAN_1	Q8TEW0	7.41	151423.11
PAR3L_HUMAN_1	Q8TEW8	8.54	132494.44
PAR6B_HUMAN_1	Q9BYG5	5.37	41182.24
PARG_HUMAN_1	Q86W56	6.03	111110.38
PARK7_HUMAN_1	Q99497	6.38	19759.86
PARL_HUMAN_1	Q9H300	9.77	36437.42
PARL_HUMAN_2	Q9H300	10.95	2876.23
PARN_HUMAN_1	O95453	5.86	73450.98
PARP1_HUMAN_1	P09874	8.99	112952.60
PAR10_HUMAN_1	Q53GL7	4.90	109998.25
PAR12_HUMAN_1	Q9H0J9	8.84	79063.65
PAR14_HUMAN_1	Q460N5	6.81	202800.21
PAR16_HUMAN_1	Q8N5Y8	9.17	36382.75
PARP2_HUMAN_1	Q9UGN5	9.02	66205.76
PARP4_HUMAN_1	Q9UKK3	5.43	192594.68
PARP9_HUMAN_1	Q8IXQ6	8.12	96343.25
SYPM_HUMAN_1	Q7L3T8	8.12	50066.85
